	FD21772346	FD21772351	FD21772506	FD21772802	FD21772908	FD21773044	FD21773140	FD21773336	FD21773537	FD21773545	FD21773644	FD21773746	FD21773934	FD21774007	FD21774233	FD21774611	FD21774623	FD21774695	FD21771986	FD21772292	FD21772392	FD21772806	FD21772808	FD21772863	FD21772902	FD21773104	FD21773752	FD21773841	FD21773858	FD21774370	FD21774498	FD21774545	FD21774760	FD21773450	FD21773744	FD21774168	FD21774818
PWY-6897: thiamine diphosphate salvage II	0	0	0	335.2572557	81.16709905	0	15.87759194	0	375.7751892	27.54968379	0	0	240.5633222	0	0	0	0	0	0	0	0	0	0	0	33.23856498	0	319.9448996	97.53502835	0	531.8656404	0	0	0	0	0	0	0
PWY-5667: CDP-diacylglycerol biosynthesis I	0	246.8590026	0	592.8267534	115.4893114	0	169.4640262	390.8184243	0	16.27196736	520.3473018	0	143.0809511	0	0	0	0	0	32.96416503	0	234.5043448	0	234.7753978	0	188.9153186	0	415.9066245	1011.269835	0	1108.638753	0	20.88067127	0	0	22.24892177	174.3757506	0
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II	0	0	0	0	0	0	0	0	2168.625722	0	0	0	1223.571407	0	0	0	0	0	0	0	0	0	1941.919885	0	59.49798342	0	134.1357584	644.6374059	0	1029.903457	0	0	0	0	0	0	0
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation	0	189.4173214	0	336.6200001	0	0	94.7196517	131.0520761	594.9198177	10.47682485	0	0	12.40316356	6.535360483	0	0	16.98331944	0	0	1.931706868	0	0	176.6567261	0	91.94350846	0	462.1496635	219.2250163	0	397.9921481	0	78.82664775	0	0	0	0	0
PWY-6284: superpathway of unsaturated fatty acids biosynthesis (E. coli)	0	162.1587578	0	559.9438403	0	0	0	0	911.5066601	0	0	0	0	0	0	0	0	0	0	0	0	0	576.3428537	0	0	0	0	0	0	338.0874446	0	0	0	0	0	0	0
UNINTEGRATED|g__Streptococcus.s__Streptococcus_viridans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4014.74687	0	0	0	0	0	0	1809.956744	0	0	0
NONMEVIPP-PWY: methylerythritol phosphate pathway I	0	0	0	90.32907758	0	0	0	458.9416484	0	0	0	0	816.948777	0	0	0	0	0	0	0	0	0	1431.768329	0	175.3748623	0	2177.007338	84.32010562	0	939.0997255	0	0	0	0	0	0	0
PWY-7858: (5Z)-dodecenoate biosynthesis II	0	240.2927386	61.59522486	77.05194314	39.71626378	0	379.9600017	0	775.8992478	0	0	0	0	0	0	0	0	0	0	0	0	0	458.071698	0	0	0	282.4543866	1052.539928	0	340.9208275	0	0	0	0	0	0	0
PWY-7977: L-methionine biosynthesis IV	0	142.6347897	284.5118623	13.47141565	35.16960072	0	93.36851094	0	255.2025048	0	655.7590467	0	2079.518435	0	0	0	0	0	0	0	138.6750293	0	1868.377891	0	124.2893299	0	437.1579326	388.3375255	0	1423.583555	0	0	0	16.67677054	18.83915315	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis	0	905.6706014	0	3328.311078	60.1039172	0	0	0	918.3085603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118.802016	0	0	0	0	1280.494212	0	0	0	0	0	0	0
PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type	0	0	0	457.3724564	0	0	156.7450714	0	735.2765694	0	403.8505761	0	242.4833297	0	0	0	0	0	0	0	0	0	623.6708673	0	106.4134343	0	0	376.3129439	0	968.2680362	0	0	0	0	0	0	0
HSERMETANA-PWY: L-methionine biosynthesis III	0	0	531.1473489	753.6560047	0	0	44.46422541	0	314.7720365	0	97.57456095	0	3018.225369	0	0	0	0	0	0	0	104.3590848	0	645.3733671	0	48.77886016	0	196.9940223	251.4705003	0	39.89746668	0	0	0	135.1915482	0	0	0
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)	0	0	0	509.8586247	85.72248711	0	19.71256153	0	615.775889	33.06754044	0	0	164.2085185	0	0	0	0	0	0	0	0	0	0	0	23.11813432	0	234.8165709	87.26122204	0	395.2123779	0	0	0	0	0	0	0
PWY-5384: sucrose degradation IV (sucrose phosphorylase)	0	0	0	598.5936126	0	0	0	0	604.6514514	0	0	0	311.8624314	0	0	0	0	0	0	0	0	0	0	0	95.48667383	0	44.57647703	0	0	1465.216626	0	0	0	0	0	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II	0	246.8590026	0	696.2306816	115.4893114	0	169.4640262	390.8184243	266.542631	16.27196736	520.3473018	0	143.0809511	0	0	0	0	0	32.96416503	0	234.5043448	0	292.1140517	0	188.9153186	0	415.9066245	1011.269835	0	1108.638753	0	20.88067127	0	0	22.24892177	174.3757506	0
PWY-6123: inosine-5'-phosphate biosynthesis I	0	0	385.1169865	313.0075168	31.55491489	0	0	0	91.11669616	134.7419095	184.8858019	0	2029.315183	0	0	0	0	0	0	0	0	0	389.4681571	0	29.55826673	0	2649.539664	0	0	634.5651698	0	0	0	53.86132233	0	0	0
PWY-7356: thiamine diphosphate salvage IV (yeast)	0	0	0	995.9442847	0	0	0	0	631.2107652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.04584068	0	0	0	0	0	0	0	0	0
PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)	0	0	0	1377.966325	0	0	0	0	1074.888105	0	0	0	260.5670395	0	0	0	0	0	0	0	0	0	0	0	133.4266482	316.6550118	152.9502844	0	0	1139.979207	0	0	0	27.25530443	0	0	0
FERMENTATION-PWY: mixed acid fermentation	0	650.7850744	0	0	0	0	636.7460644	1322.330876	0	0	2735.818234	0	0	0	0	0	0	0	0	298.4803745	0	0	0	0	286.7562793	0	0	3179.64519	0	1028.926102	0	0	0	0	0	445.2128055	0
PWY-5971: palmitate biosynthesis (type II fatty acid synthase)	0	0	0	569.5067447	0	0	0	0	643.4909927	0	0	0	0	0	0	0	0	0	0	0	0	0	1920.551659	0	0	0	0	0	0	494.7934025	0	0	0	0	0	0	0
PWY-6527: stachyose degradation	0	17.03105466	123.9563519	669.8091483	0	0	242.4548397	71.09393864	1478.322686	0	0	0	771.88519	0	0	0	6.958496332	0	0	0	0	0	766.3402709	0	36.66186978	0	858.8305658	17.48116124	0	499.6709824	0	0	0	0	0	0	0
PWY-8004: Entner-Doudoroff pathway I	0	288.2864738	0	0	0	0	0	1978.288889	553.6990818	0	0	0	0	0	0	0	0	0	0	0	0	0	315.5215213	41.88407938	37.78960835	0	1312.433011	1081.513303	0	886.3222083	0	0	0	581.3989529	0	0	0
UNINTEGRATED|g__Streptococcus.s__Streptococcus_anginosus_group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5800.227771	0	0	0	0	0	0	2724.263965	0	0	0
PWY-I9: L-cysteine biosynthesis VI (from L-methionine)	0	324.0556292	0	1207.86341	0	0	0	0	629.8892134	0	468.0996469	0	0	0	0	0	0	0	0	0	0	0	264.3040061	0	94.3196503	0	288.353925	1080.898838	0	397.117999	0	0	0	102.7313142	0	0	0
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	0	27.25520185	63.0044987	675.046975	0	0	68.54693673	0	503.7203671	0	0	0	5415.035833	0	0	0	0	0	0	0	166.4719018	0	1283.633658	0	28.12182394	0	680.1969188	568.4812249	0	380.9693173	0	0	0	0	0	65.39059715	0
PWY-5659: GDP-mannose biosynthesis	0	74.74463946	0	828.1282326	0	0	0	103.5973847	270.6634915	0	0	0	265.5353833	0	0	0	91.06806827	0	0	0	0	0	349.6583646	0	86.95098464	0	1285.568366	0	0	1220.339049	0	0	0	0	0	121.8702722	0
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation	0	0	84.91348287	2095.489027	0	59.41700262	280.3310908	539.9833102	928.5905913	0	0	0	0	0	0	0	0	0	0	0	0	0	170.7858541	0	0	0	121.2656107	0	0	471.3842831	0	0	0	363.0052912	0	220.3252172	0
UDPNACETYLGALSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis II	0	0	99.99934004	1999.525372	0	0	0	0	2107.024418	0	0	0	0	0	0	0	0	0	0	0	0	0	318.7565113	0	0	0	0	0	0	21.4137947	0	0	0	249.8982658	0	0	0
PWY-6124: inosine-5'-phosphate biosynthesis II	0	508.3600131	360.2054352	206.4055593	41.873003	0	0	0	268.5561088	140.4766892	185.2294108	0	3308.834339	0	0	0	0	0	60.79643735	47.29175243	49.98142906	0	333.9073895	0	24.98319552	0	3282.824662	443.8188664	0	630.6099272	0	0	0	49.70967627	0	0	0
UNINTEGRATED|g__Streptococcus.s__Streptococcus_milleri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3816.379785	0	0	0	0	0	0	9238.690554	0	0	0
PWY-5097: L-lysine biosynthesis VI	0	0	398.5404058	0	0	0	101.9213014	0	1902.865813	0	0	0	4376.388306	0	0	0	0	0	0	0	106.3073132	0	3819.774243	0	51.78800065	0	99.12342653	632.5719694	0	968.8259533	0	0	0	0	0	71.55252232	0
PWY-3781: aerobic respiration I (cytochrome c)	0	982.8642381	0	312.7266663	0	0	91.85604188	463.9228588	105.8050466	76.34345966	2188.467231	71.88029208	0	0	0	0	0	0	0	1397.979345	96.69939694	15.21245141	0	0	210.0035197	45.91082721	315.28197	1773.20678	0	60.27537085	0	0	0	391.0470328	24.34488527	927.7202864	14.32403835
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)	0	0	237.3631851	1197.660508	0	0	58.74084358	0	561.2233668	0	0	0	0	0	0	0	0	0	0	0	0	0	1149.053756	0	0	0	1338.136367	159.0869967	0	398.3905252	0	0	0	503.4143005	0	145.3010756	0
PWY-2942: L-lysine biosynthesis III	0	0	343.3273648	333.2896042	0	0	288.3328652	0	0	0	0	0	3279.994622	0	0	0	0	0	0	0	90.85647362	0	2931.516087	0	0	0	1484.392037	0	0	62.62111397	0	0	0	0	0	0	0
PWY0-1297: superpathway of purine deoxyribonucleosides degradation	0	0	102.8734813	2700.663875	0	170.5129835	363.0448005	157.5055524	1367.475247	0	0	0	122.4246297	0	0	0	0	0	0	0	0	0	300.0623871	0	0	0	0	0	0	621.3382551	0	0	0	0	0	173.5199541	0
PWY-6317: D-galactose degradation I (Leloir pathway)	0	183.3786549	186.1310349	1248.651073	0	0	169.2909873	689.176436	1732.022107	0	0	0	539.6318887	0	0	0	0	0	0	0	0	0	1191.808759	0	49.80084697	0	1726.40509	499.0016882	0	815.9131708	0	0	0	140.6650318	0	248.4964434	0
PWY-5686: UMP biosynthesis I	0	0	148.6897872	669.5725546	0	0	132.0158902	434.0432329	779.6562661	0	0	0	837.3989627	0	0	0	12.69504928	0	0	0	0	0	1922.775568	0	72.43799187	0	1852.211277	0	0	1016.24897	0	0	0	282.8234331	0	68.16927626	0
PWY-2941: L-lysine biosynthesis II	0	0	162.3988019	1398.053052	0	0	0	0	2350.493241	0	0	0	168.4710392	0	0	0	0	0	0	0	0	0	1341.26533	0	0	0	497.1154998	0	0	27.55385189	0	0	0	31.58230464	0	0	0
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I	0	806.3209647	822.4822277	57.45192344	28.996046	0	190.3446228	0	308.3726006	138.4010557	318.9936811	0	3733.409628	0	0	0	0	0	0	0	120.472164	29.55595438	1388.326681	0	274.0705206	0	3106.824553	947.5548931	0	880.8166105	0	0	0	0	12.38981137	155.1770891	0
PWY-6700: queuosine biosynthesis I (de novo)	0	236.5714604	318.8082877	1746.122205	0	0	575.0768099	361.2443307	949.5211446	27.92746647	493.2991765	0	807.2328548	0	0	0	0	0	0	0	0	0	607.9290575	0	63.12272549	0	1505.096872	922.8177177	0	819.4333338	0	0	0	199.087202	0	564.001922	0
PWY-5989: stearate biosynthesis II (bacteria and plants)	0	236.4295885	447.0857682	528.3304557	49.1758435	120.5888982	17.69914681	486.2437159	710.1123024	0	0	0	2064.39586	0	0	0	0	0	0	0	0	0	1990.966625	0	33.61316525	0	1313.226651	1000.7098	0	439.1682764	0	0	0	87.05506443	0	0	0
PWY-5265: peptidoglycan biosynthesis II (staphylococci)	0	0	0	2026.814925	0	0	0	0	2534.932837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7791: UMP biosynthesis III	0	0	148.6897872	669.5725546	0	0	132.0158902	434.0432329	992.48116	0	0	0	837.3989627	0	0	0	0	0	0	0	0	0	1922.775568	0	37.21254016	0	1852.211277	0	0	810.3861609	0	0	0	282.8234331	0	0	0
PWY-702: L-methionine biosynthesis II	0	973.1289002	0	2354.86688	48.2587518	0	0	0	705.8432846	0	3390.707179	0	0	0	0	0	0	0	0	0	0	0	167.1986019	0	72.92455127	0	106.8852723	2174.668802	0	1252.319787	0	0	0	0	0	272.2205201	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)	0	24.55104233	200.3852289	1471.044472	58.31901977	0	185.7841132	158.5158277	893.9326285	0	0	0	484.0195445	0	0	0	0	0	0	0	0	0	886.5437166	0	124.8213256	0	1078.062596	42.8103471	0	1513.903655	0	0	0	422.1307063	36.3727914	179.1282723	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)	0	0	220.4668436	4651.174087	80.54487943	0	195.138606	609.4842218	565.6048827	0	337.1170493	0	414.3881047	0	0	0	14.49085432	0	0	0	0	21.83422695	668.0373741	0	98.82000679	0	148.755409	0	0	2838.921239	0	0	0	0	48.73594627	0	0
