	FD21772173	FD21772179	FD21772189	FD21772205	FD21772244	FD21772261	FD21772298	FD21772337	FD21772351	FD21772578	FD21772697	FD21772699	FD21772702	FD21772766	FD21772802	FD21772880	FD21772908	FD21772934	FD21773059	FD21773106	FD21773116	FD21773174	FD21773221	FD21773259	FD21773309	FD21773313	FD21773369	FD21773537	FD21773589	FD21773630	FD21773653	FD21773675	FD21773737	FD21773746	FD21773783	FD21773819	FD21773832	FD21773841	FD21773846	FD21773847	FD21773965	FD21774021	FD21774042	FD21774045	FD21774113	FD21774123	FD21774318	FD21774401	FD21774408	FD21774415	FD21774498	FD21774517	FD21774522	FD21774524	FD21774545	FD21774702	FD21774708	FD21774709	FD21774719	FD21774760	FD21774779	FD21774818	FD21771986	FD21772050	FD21772081	FD21772250	FD21772292	FD21772346	FD21772347	FD21772392	FD21772426	FD21772472	FD21772506	FD21772806	FD21772808	FD21772863	FD21772902	FD21772906	FD21772910	FD21772976	FD21773016	FD21773025	FD21773044	FD21773104	FD21773140	FD21773306	FD21773308	FD21773335	FD21773336	FD21773352	FD21773450	FD21773461	FD21773511	FD21773545	FD21773644	FD21773669	FD21773744	FD21773752	FD21773775	FD21773858	FD21773873	FD21773934	FD21773988	FD21774007	FD21774037	FD21774064	FD21774070	FD21774163	FD21774168	FD21774169	FD21774233	FD21774370	FD21774444	FD21774492	FD21774523	FD21774611	FD21774623	FD21774626	FD21774642	FD21774681	FD21774695	FD21774821
Streptococcus_agalactiae	0	9.451833103	0	0	0	0	0	7.933219302	0	0	0	0	0	0	0	0	0	0	7.26674722	20.44829116	0	11.32911449	0	0	78.26878427	80.74237513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.462277136	0	0	0	0	0	0	0	0	0	0	0	0	3.610556716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121.4025741	0.440485735	0	15.55495731	0	0	0	52.28942385	0	0	0	13.42162886	0	0	0.394633618	0	0	28.32614276	0	0	9.105776423	0	0	0	2.612544319	1.537968838	0	13.15352467	0	0	0	0	0	4.506295107	0	0	0	0	0	0	0	0	0	0	0	0	34.06227768	0	0
Streptococcus_anginosus	0	3552.784732	0	3694.017563	191.1472847	0	0	26.8304008	0	5865.246312	0	1.50790851	0	1982.600703	51.07250864	122.0300764	233.5340438	0	2538.2493	3612.199561	2693.369556	4159.248401	0	0	7673.58136	2783.046831	0	0	160.7037836	8651.762113	75.16068195	2073.754157	0	0	25.66984234	0	1443.278226	3.568690867	783.2496273	43.02946888	4029.27188	837.9564834	306.1775347	13343.15932	0	0	43.19068859	0	0	0	183.759798	0	147.6144066	457.3908866	8048.198064	0	28.69021639	7.561033351	1550.217547	1019.861835	0	0	63.78341105	0	0	0	1358.932767	0	0	40.3654766	0	4.31475918	290.6379611	4363.627376	97.34375728	642.3905472	135.6030496	1287.181462	0	0	7299.521945	57.58148293	42.46155033	0	645.299561	3850.115138	0	3844.017874	3242.53546	92.65780883	6987.371638	3087.5768	410.5195663	546.7251379	805.9752187	2862.479217	423.2019645	1902.007228	6136.976354	161.3527624	6116.213672	9.024532501	0	0	0	0	18514.21511	0.909003942	2795.057148	0	0	11.97185476	94.24973188	0.332084098	0	0	16.61048494	3.677312752	0	15265.44465	0	0
Streptococcus_australis	0	10.97961155	0	17.1709036	530.1007618	0	0	0	0	0	0	0	0	0	717.3174564	3.441656777	0	0	0	0	0	0	0	0	0	4.918720254	0	0.415161818	14.42752082	0	0	0	0	0	0	0	6.565711553	0	0	0	0	153.7876317	0	12.84862613	0	0	0	0	0	0	0	2001.303141	0	67.82511835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.18482906	0	0	0	0	0	0	0	0	0	0.516401292	13.69842785	0	21.04973659	0	0.32993052	0	0	0	3.930250439	0	0	0	0	6.964740503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus_constellatus	0	2089.123184	0	271.9940058	57.13813692	0	0	615.5263924	0	58.92648863	0	318.2224019	0	1845.637011	49.55450442	16.86721976	67.35431909	0	3186.25961	349.4573617	177.7130649	3434.388874	0	0	2510.002491	3647.908989	17.08976287	0.475189926	668.7946767	3807.713266	25.28739356	132.139131	0	23.78917538	0	0	597.7696122	10.21902515	0	20.61182777	129.2520584	382.8152166	625.067777	584.8915364	0	0	134.0607514	0	0	0	70.60003411	0	192.7320864	5.861429981	1222.191994	57.4244765	23.0738063	0	811.7729694	205.0359442	0	0	1.762977612	0	0	0	237.887307	0	0	30.79378161	0	0	32.88632277	1159.776767	150.6783035	63.76028174	1044.117626	375.7183024	0	0	3176.3672	35.07912766	0	0	1234.207482	1390.915964	0	2289.552004	3753.225123	1.047498121	5045.071388	335.2409246	27.71941326	676.0069902	329.3756143	524.1082997	173.4117413	2937.106513	549.6012776	44.667353	1116.530488	21.7098888	0	0	0	0	6784.051008	0	549.4672407	0	0	35.58933372	35.54840499	0	0	0	1.511056415	6.400965273	0	5936.259109	0	0
Streptococcus_gallolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.02956269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.81476529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus_gordonii	0	0.357451143	0	0	5.395998292	0	0	0	0	0	0	0	0	0	10.3959456	0	0	0	0	0	1.79319345	0	0	0	0	289.4961967	0	31.22852414	0	0	0	0	0	0	0	0	0.562512706	0	0	0	0	89.76829487	0	64.30012584	0	0	0	0	0	0	0	0	0	848.7379605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.194661144	0	0.403342773	0	0	19.14110289	0	0	0	0	0	0	8.214405008	0	0	0.238452888	0.139475768	0	0	0	0	6.983873828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus_himalayensis	0	103.0626837	0	47.36007293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58.99502946	25.18118429	107.6394816	44.3433941	0	0	242.2364675	59.40042418	0	0.1479099	0	0	0	17.67674633	0	0	0	0	24.69551423	0	0	8.017170529	0	3.09498303	0	72.13099998	0	0	0	0	0	0	0	0	2.47605432	0	97.81737034	0	0	0	21.49596156	1.119516354	0	0	0	0	0	0	37.56279226	0	0	0	0	0	3.717833626	0	0.330331497	0	2.166368209	24.9513498	0	0	0	0	0	0	0	57.26726837	0	42.90398049	20.30107762	0	240.2676832	44.1071541	0	0	0.322791501	7.657266322	0	115.1654078	94.54387482	0	148.0927747	0	0	0	0	0	142.6498357	0	7.429801952	0	0	0.64352819	0	0	0	0	0	0	0	95.54550779	0	0
Streptococcus_hohhotensis	0	6.696944034	0	0	0	0	0	0	0	0	0	0	0	0	161.9326714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186.7677934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.279879117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus_humanilactis	0	0	0	55.93168468	0	0	0	0	0	0	0	0	0	0	0.545701267	0	0	0	0	0	0.360361772	0	0	0	0	18.0439335	0	0	0	0	0.142971724	0	0	0	0	0	0	0	0	0	0	29.29610823	0	121.4143675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.273064094	0	0	0	0	20.54134666	0	0	0	0	0	0	2.992078277	0.757100156	0	0	44.55695451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus_infantis	628.9885572	1301.776992	0	368.0633981	2773.81539	0	0	0	0	0	0	200.6814324	0	0	10328.08312	12.65495893	29.58196454	80.65205356	397.1958511	247.568049	61.5283449	299.8284546	44.02829898	0	0	6687.265073	0	268.250217	513.7407848	0	207.2323646	48.37976257	0	0	0	0	17562.71011	0	0	0	6.350343894	4267.169341	0	3430.949098	0	0	0	0	113.346907	0	49.87379695	0	147.2767146	457.0585112	0	992.7545299	31.24308725	455.5579673	12.07009798	127.2516841	0	59.92419051	33.10498225	0	1443.937098	0	40.38398395	0	1063.752463	11.57245265	0	211.0466567	254.6660269	71.50473279	167.8475841	137.6748457	0	4.695161506	0	0	64.30929398	2.093894934	100.2441282	44.04075208	196.5011339	12.47372405	58.81314104	12.6430063	13.07068114	1.219008908	529.0824293	224.2553892	270.8349421	144.404475	5.413872582	225.3659598	1.221478036	10.69350945	33.08485084	1.216476907	5.129921527	45.45470656	0	0	87.82081911	0	110.4109298	0.734982917	0	0	0	4.153965013	0	0	0	53.08716621	1250.474997	1798.451985	63.93827225	7.079033083	100.0447475	0.909147097
Streptococcus_intermedius	0	493.9407868	0	176.9329984	133.8512483	0	0	0	0.202759142	0	3412.301188	19.93635136	0	33386.13325	362.5370556	19.36452247	3.809080549	222.2917497	407.0241695	0	269.0249756	1262.523725	98.12803876	0	1191.079602	1246.225005	0.636348625	639.0763819	480.7137998	281.5286167	188.7681388	178.2233388	1.426530231	0	0.259769017	1.390896317	94.6020648	0	0	150.3103351	9.09227915	1027.860149	304.5409976	737.6971331	0	0	0	0	0	0	696.2468881	0	93.8453827	0	115.5488328	18.28109989	115.1265752	0	48.79388426	83.51592001	0	0	0.69096158	54.62017279	233.0534121	0	665.5106451	0	133.3928265	13.70939833	0	8.644033949	252.6255297	345.1705107	61.41029651	28.15319421	141.9256489	157.9329651	0	0	8120.620741	43.23505279	48.3368116	121.7607763	87.91276508	46.60954451	0	186.3234106	307.9320286	0	1219.14033	201.7113471	56.62082012	253.2088954	303.7059388	310.4905001	204.9005019	1548.487358	879.863303	0	1691.926812	4.051317585	0	0	0	0	6076.580393	11.66453124	864.904475	0	0	7.385460542	2.609425474	0	0	0	12.27653908	79.55749035	0	10317.6719	0	0
Streptococcus_koreensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91.58313445	0	24.56233662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus_massiliensis	0.505304762	711.8558059	0	101.7429785	0.839955091	0	0	0	0	0	0	0	0	6.68278233	35.0066948	1.942480386	0	0	193.254162	0	167.9100849	131.0073951	0	0	1618.343765	348.0082551	0	0.123148198	8.977995293	0	26.48646919	121.7021524	0	0	0	0	52.50588491	0	0	33.33827451	349.0104521	155.9751972	0.805111284	975.4602222	0	0	37.05296981	0	257.0318984	0	0	0	0	0.998710912	502.2558337	0	24.05744842	6.880315319	74.96414991	0.932097322	0	0	0	0	0	0	0	0	0	7.051354257	0	0	2.579523703	99.01322627	10.01110894	0	40.5831366	723.0529448	0	0	54.18256455	272.8238201	0	0	116.969895	362.8496748	0	252.7557841	69.37941045	0	694.2128622	1959.374811	1.535790855	62.0267762	8.19695873	630.6551858	328.8429723	218.3908749	217.2345075	0	1042.542669	0.206256019	0	0	0	0	890.4785553	50.46227572	388.9885689	0	0	0	0	0	0	0	0	0.521350617	0	1138.561752	0	0
Streptococcus_milleri	0	21.31095397	0	0	0	0	0	0	0	0	0	0	0	0	6.933923676	0	0	0	84.33781711	0	11.28706924	93.38153363	0	0	0	23.07642583	0	0	0	0	0	0.350913269	0	0	0	0	62.46725762	0	0	1.504732275	0	3.726634875	0	3.036231091	0	0	0	0	0	0	0	0	0	0	4.589803648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.507479602	5.455954916	0	0	0	0	0	65.54768785	0	0	0	0	3.974205297	0	12.98275055	23.37752911	0	39.90570647	4.756999202	0	0	0	0.526966852	0	13.17317606	0.689727849	0	12.84866148	0	0	0	0	0	268.0564631	0	17.82075978	0	0	0	0	0	0	0	0	0	0	92.74197966	0	0
Streptococcus_mitis	96.37317338	426.1554056	0	6174.583872	194.0585248	0	0	0	0	0	0	248.8110064	0	0	2213.015022	135.4652556	0	862.7079649	25.19785486	0	137.5558611	1.358458155	909.7598388	0	0	306.5929941	0	134.2844709	131.6637267	91.92341204	3260.566518	77.14544728	0	0	0	0	33.53168796	0	0	0	857.1688082	2508.800167	41.13639777	3329.940957	0	0	0	0	0	0	1.92610293	0	0	26.91876412	0	0	0.24189736	57.60009177	0	0	0	0	0	2.377201058	0	0	0	0	0	33.17994716	0	0	413.5817734	64.05194594	129.4996866	92.57603182	0	4.875534416	0	0	0	0	346.3384222	2.831295235	3.082099465	112.1272368	0	61.17866064	13.68907066	0	159.7472165	20.15296818	64.26753988	22.23671664	3.838028441	34.83630537	0	20.60943931	284.8188571	6.0292125	46.809544	52.11126302	0	0	19.36964211	0	134.8198097	0.674240527	0	0	0	3.158501233	0	0	0	0	219.906094	8.648819907	0	0	0	533.3989006
Streptococcus_mutans	0	34.37262651	0	0	7.443294347	0	0	0	0	0	0	0	0	0	0	0	0	0	28.78954269	0	97.74617773	82.53639324	0	0	0	100.2575795	0	0	0	0	2.844980188	83.02244027	0	0	0	0	21.47634047	0	0	0	0	0.063802915	0	11.40317489	0	0	0	0	0	0	0	0	0	0	168.2860923	0	0.289322273	0	7.382681291	0	0	0	0	0	0	0	99.53995699	0	0	0	0	0	0	0	0	0	0	68.00617637	0	0	272.9185788	0	0	0	0.891132264	5.858459006	0	5.774967269	0	0	0.569365551	63.65159446	0	0	44.75847546	64.80937965	3.361078024	42.76312013	15.63674622	0	656.3127376	0	0	0	0	0	327.0022664	0	35.55528434	0	0	0	0	0	0	0	0	0	0	403.260641	0	0
Streptococcus_oralis	486.7716361	2404.582189	861.6885392	1013.308563	1329.953729	1052.282953	654.9706142	782.7320696	620.6883105	715.8112568	1767.570457	535.4418814	717.2400602	21.61650891	1598.721753	115.3466224	0	615.0561936	5939.134407	1307.790747	504.9613176	149.7752337	119.652882	209.1780163	199.2258725	7340.130517	122.754815	860.4740161	3798.160177	116.0268859	865.1011254	466.4068691	546.9178346	1110.904498	1288.133439	973.6873964	533.1061436	236.5525105	773.29041	770.2820556	697.120139	8166.348707	1152.325574	8663.122638	1076.69537	912.2215025	501.2744945	648.1036097	1232.042422	903.9067229	1617.812306	509.2595794	755.2432127	2197.643813	33.81065965	863.8920104	392.6741872	1229.659626	773.1429988	1185.026939	841.8506875	516.3053111	422.4481468	756.7492499	921.3657039	1026.798144	791.5315596	1277.960604	3394.594268	1282.65559	16.73872745	1396.030987	309.2978919	339.1606366	1824.890109	121.099159	29.90096482	7.982484241	0	554.5016663	221.0297776	379.469532	345.3797209	3450.374929	368.9539376	612.7921803	1022.127496	211.9884039	521.0325264	1053.535417	3374.852879	1265.547247	1135.656058	249.2793534	812.7493179	5619.618374	687.3525898	55.53907963	282.0220796	754.3969899	125.7616693	259.1581539	864.5251455	850.2627281	556.3042019	176.1389311	181.1369922	107.9920748	550.6279862	769.2242895	379.3522848	2.501050083	586.2123449	791.6950835	80.50976772	943.8317585	1029.572761	1150.857886	1116.242205	142.5761655	894.4780846	319.6428615
Streptococcus_parasanguinis	0	3347.296649	0	114.5676266	3637.580052	0	0	0	0	0	0	0	0	0	3051.923947	9.63574818	207.237929	0	0	56.01937419	69.34075717	2.066406564	0	0	0	405.0182087	6.415943051	10.29212619	133.5261161	0	63.26208566	6.551042872	0	0	0	0	99.23917493	0	0	0	0.193919615	838.5749183	1.052596854	1914.410942	0	0	170.7568787	0	212.9266642	0	0	0	55.34957809	4.83902957	0	5101.533606	47.21512148	0	0	17.27121508	0	0	28.43971767	0	0	0	0	0	115.1299789	14.8780692	0	0	165.6517819	37.20456309	35.3638335	0	0	191.4238551	0	0	0	0	0	16.0236373	22.92760853	2.095349485	0	4.579902966	2.569815987	0	0.482970435	0	274.3864011	6.181162518	5.260247907	47.36530163	0	1.010354853	0.345820994	0	6.007685804	165.4907777	0	0	0	0	121.5898475	1.607548844	0	0	0	6.642711473	8.689145465	0	0	0	88.63937989	64.3479683	0	0	0	13.61188378
Streptococcus_periodonticum	0	553.0062635	0	186.1549673	11.62316234	0	0	0	0	0	9.766188082	0	0	8.669555455	1.324747767	23.5477059	93.65518012	0	702.5726934	108.7943831	429.0264296	217.2407996	0	0	3299.079851	1475.935561	0	0	0	0	25.61443311	487.4021273	0	0	0	0	22.99188355	2.897726662	0	2.886490934	15.96267244	32.67988891	0	297.5902383	0	0	2.510732124	0	0	0	0.656907692	0	13.37212734	20.72999947	750.7698578	0	7.430872098	0	128.0891946	0	0	0	13.567124	0	0	0	13.43257787	0	0	5.122713579	0	109.1267568	11.37779104	51.37983633	7.064566334	12.92438143	11.69964298	5.380510025	0	0	434.0877488	0.600950541	5.221209993	0	45.31743027	1184.461295	0	939.7147116	324.5571326	0	416.3167687	445.2180746	1.598052646	31.69237944	1041.378086	307.8105297	371.9895813	154.2942281	1019.954053	57.34819705	489.0031046	0.981109712	0	0	0	0	179.393382	0	40.19139366	0	0	0	0	0	0	0	0	0	0	217.3796454	0	0
Streptococcus_peroris	0	54.78891026	0	0.248205856	42.53762059	0	0	0	0	0	0	0	0	0	33.84753532	0.610086222	0	0	0.281390931	0	15.98763593	6.553566364	0	0	0	150.883333	0	0.565098863	0	0	0	0	0	0	0	0	355.6943963	0	0	0	0	413.5390599	0	114.8869855	0	0	0	0	0	0	0	0	1.57665295	17.86237419	0	15.31383921	0	0	0	40.39559864	0	0	0	0	0.293635722	0	0.379658615	0	0	0.143809107	0	0	12.62596609	0	0.056091191	0	0	0	0	0	0	0.236185417	0	8.449490079	5.397164868	0.204288626	0	1.16540124	1.373536174	0	2.99847066	2.375405953	16.27624267	0	0.068513598	1.950337105	0	0.200636807	0.162077821	0	0.179789497	2.453789361	0	0	0	0	0.292540238	0	0.278294264	0	0	0.136591056	88.58357453	0	0	0	2.855680723	44.12572388	0	0	9.923210164	0
Streptococcus_pneumoniae	14611.89635	11312.95547	2942.326494	3509.09412	798.8203924	45.43432195	52.27207264	53.46201038	101.9356772	1036.047525	10953.01362	9814.74363	0	11.80936927	16699.37809	620.0872569	194.5806995	1747.0903	720.7221232	573.9102312	129.1460939	851.7091431	594.6834733	0	227.247663	1414.491801	127.6693608	99144.73149	463.3629664	649.7422549	2982.89522	115.7306867	893.9612986	67.50121656	1257.952454	38.25513995	361.2014672	2434.638878	450.3048577	42.152112	92.06147545	8317.432072	1697.963649	3895.08438	67.88778508	101.0214356	31.08411187	272.0169341	225.8072569	491.3406626	331.0255821	341.1428065	667.8631925	214.0954651	12.91954383	425.1264025	97.48278406	242.0961485	141.3013537	164.2749514	133.7625089	8201.698192	11.8448337	134.7288926	457.3094046	225.8861673	66.33738763	184.384328	2775.662979	378.2206341	0	60.88721184	935.7590388	1385.074697	242.3591655	67871.40659	2.317558343	75.84440228	3.929246838	30.03590853	171.2906812	69.16266044	26066.91156	690.2690321	225.3713044	197.8110429	229.7717826	99.62104754	95.98977708	74.48461489	1100.324491	104.765584	239.3156439	400.8347126	67.18175845	809.8537491	155.2469605	23.55139774	70554.88579	33.07428306	63.06125242	39.64096616	154.0436911	471.7657174	459.8797267	6.996723313	1478.664599	1572.009501	78.31438277	130.2374385	1057.206122	23.09142992	381.7074141	42.2597651	0	192.6768202	614.6354112	406.5952095	119.8384156	54.46070023	86.48340127	1606.59325
Streptococcus_pseudopneumoniae	0	7388.315351	0	604.9908504	111.0688433	0	0	0	0	0	0	77.05425384	0	0	2350.642875	2.331927841	0	0	0	0	6.680009332	0.718587423	0	0	0	6.163783488	0	227.3333466	0	0	421.5688788	5.866207751	0	0	0	0	107.7300029	0	0	0	0	438.2852159	45.97215364	199.6838021	0	0	0	0	0	0	0	0	0	0	0	3.035362068	12.91894627	0	0	0	367.3702513	0	219.8325	0	0	0	0	8.452873876	0	0	0	0	97.47623144	1.626222365	3.324239198	45.81577131	0	0	0	0	0	0	34.80172215	0	0	0.228785902	0	5.230569861	0	1.420004138	0	25.20326068	0.404590064	4.706586613	14.68719433	6.233290788	0	0.172329301	90.04750971	0	1.756839836	11.84838432	0	0	0	0	5.249647933	33.36112052	0	0	0	0.921518892	0	0	0	4.544534639	3.253132375	2173.252322	0	0	196.0327096	10.14125216
Streptococcus_rubneri	0	0.678542642	0	0	0	0	0	0	0	0	0	0	0	0	137.8992835	1.15199662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.280894125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus_salivarius	0	19.30923577	0	5.032851055	122.1719568	0	0	0	0	0	0	0	0	0	234.014236	0	0	0	0	0	0	0	0.954780999	0	0	1.694068168	0	24.06277895	0	0	0	0	0	0	0	0	24.64747376	0	0	0	0	33.37918191	0	158.6563093	0	0	0	0	0	0	0	0	0	0	0	62.10350792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.295470834	0	0	0	0	0	0	0	2.236866166	0	0	0.504679941	0	0	0	73.22768934	0	0	0	0	1.20948021	0	0	0	2.132369919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus_sanguinis	90.90192517	290.0389588	0	1.759622239	11.85602364	0	0	0	0	0	0	130.2856353	0	8.202428723	53.4761624	0	0	0	1063.169975	0	11.17368316	1023.710311	0	0	0	634.197716	0	0	30.76295739	45.50661494	2.511088235	39.60224485	0	0	0	0	65.71591945	2.447851289	0	3.724040607	0	162.4858589	386.3828314	0.760074477	0	0	0	0	0	0	0	0	0	0	0	0	0.140609744	0	70.29473894	219.6583102	0	0	29.56889629	12.12390631	0	0	9.139544366	0	0	0	0	0	6.725276153	3.472244647	14.92904847	0	27.11966559	2.479623483	0	0	2.155753901	1.705711672	0	0	111.7365924	19.45573965	0	340.5512081	578.5609063	0	1375.327447	114.1983909	0	52.99852931	0.164933192	16.43270331	0	631.5148866	44.51101516	0	280.7843998	0.084386024	0	0	0	0	13.25598269	0	8.150929789	0	0	1.479674065	0	0	0	0	0	0	0	0.912995485	0	0
Streptococcus_sinensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76.42645433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.657632918	0	0	0	0	0	0	0	0	0	0
Streptococcus_sobrinus	0	0	0	0	263.9933273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus_sp.	13.19345181	67.10275427	0	3.659088139	0.738422058	0	0	0	0	0	0	3.101036339	0	0	19.55240358	0.276131058	5.056101082	0	1.309991846	0	2.240876018	1.947419859	0	0	0	8.603917643	0	229.0394088	0	4.427125529	7.57814663	0	0	0	0	0	5.154949883	0	0	0.213386942	0	20.06844558	0	2.552663001	0	0	0	0	0	0	0	0	0.27185094	0	0	11.57738079	0	0	0	0	0	0	0	0	0	0	0	0	0	0.520715391	0	0	1.496690676	44.76579147	0.203099421	131.3742069	0	0	0	0	0	0	29.72073381	0	0.418767462	0.021134412	0	0.559318864	0	0	1.84887385	1.228722546	0.081219709	6.771259764	0	6.165181263	0	0	221.4364377	0	0.046499717	0.018132397	0	0	0	0	5.069281455	0.320184866	0	0	0	0.211962729	0	0	0	0	17.18619109	1.237491575	0	0	0	0.099214959
Streptococcus_sp._1453	331.5489561	77.43054231	0	0	0	0	0	0	0	0	0	320.6611752	0	0	1653.684026	139.7282588	0	0	0	0	0	0	0	0	0	1.307234923	0	81.0514307	0	0	0.97523806	0	0	0	0	0	0	0	0	0	0	24.65955413	0	0.708461183	0	0	0	0	0	0	0.192356238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.70693865	0	0	1.393020535	0	0	13.450185	0	0	0	0	0	0	12.90485905	0	0	0	0	0	0.082381206	0	0	0	0	0	0	0.860721347	0	0	42.00485659	0	0	0	0	0	0	0	0	1.22927831	0	0	4.294056933	0	0	0	0	0	0	0	0	0	0	12.95106524
Streptococcus_sp._22.1	0	0	0	0	596.9196251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus_sp._2579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.84223344	61.96830091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.67170226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.038946886	0.143437675	0	0	0	0	0	0	0.749320596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus_sp._263_SSPC	0	97.22884386	0	0	72.98392262	0	0	0	0	0	0	0	0	0	280.2706656	0.907327328	0	0	0	0	0	1.105990371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66.80016274	0	0	0	0	38.36820795	0	6.596806485	0	0	0	0	0	0	85.32552262	0	0	0	0	34.25970848	0	0	0	13.82159158	0	0	0	0	14.36252719	0	0	0	0	0	0	0	28.83268681	0	0	0	1.215730204	0	0	0	0	0	0	0	4.99440753	0	0	0.838019426	14.35259346	0	0	24.01333742	22.62518769	0	0	0	0	0	0	0	0	0.092680739	0	0	0	0	1.546912876	0	0	0	0	0	0	0	0	0	14.64072715	0	0	0	0	0
