	Host	TYPE	Lineage	FD21771986	FD21772039	FD21772049	FD21772050	FD21772081	FD21772084	FD21772128	FD21772138	FD21772173	FD21772179	FD21772189	FD21772250	FD21772261	FD21772292	FD21772298	FD21772311	FD21772337	FD21772347	FD21772351	FD21772426	FD21772472	FD21772488	FD21772517	FD21772578	FD21772584	FD21772699	FD21772702	FD21772752	FD21772778	FD21772795	FD21772802	FD21772808	FD21772813	FD21772863	FD21772908	FD21772910	FD21772934	FD21772937	FD21772947	FD21772976	FD21773016	FD21773025	FD21773037	FD21773044	FD21773059	FD21773063	FD21773095	FD21773104	FD21773106	FD21773116	FD21773158	FD21773174	FD21773200	FD21773221	FD21773259	FD21773306	FD21773313	FD21773335	FD21773336	FD21773348	FD21773352	FD21773362	FD21773369	FD21773436	FD21773511	FD21773537	FD21773545	FD21773589	FD21773609	FD21773630	FD21773644	FD21773651	FD21773653	FD21773669	FD21773675	FD21773737	FD21773746	FD21773752	FD21773765	FD21773775	FD21773783	FD21773800	FD21773803	FD21773819	FD21773823	FD21773832	FD21773840	FD21773841	FD21773846	FD21773847	FD21773869	FD21773873	FD21773312	FD21773956	FD21773958	FD21773965	FD21774021	FD21774041	FD21774042	FD21774045	FD21774064	FD21774113	FD21774123	FD21774168	FD21774233	FD21774281	FD21774318	FD21774370	FD21774401	FD21774415	FD21774444	FD21774445	FD21774681	FD21774468	FD21774498	FD21774517	FD21774522	FD21774523	FD21774524	FD21774545	FD21774611	FD21774628	FD21774642	FD21774674	FD21774695	FD21774702	FD21774708	FD21774709	FD21774719	FD21774746	FD21774760	FD21774779	FD21774818
NODE_1_length_23936_cov_105.430970	species:Hafnia	temperate	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.06044102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1218.703395	0	0	0	0	0	0	0	0	0	0	9415.995459	0	0	0	0	0	0	0	0	0	0
NODE_1_length_2409_cov_6.079864	-	temperate	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.07050425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.19210871	0	53.15789527	0	29798.52472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.46580944	0	0	0	52.35999043	0	0	48.33886511	0	0	0	0.551092672	0	0	0	0	0	0	0	1143.16008	0	0	0	0	0	4.025309131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.646660398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1_length_24155_cov_23.942199	species:Pseudopropionibacterium	virulent	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes"	0	0	0	0	0	0	0	34.85033704	0	0	0	0	0	0	0	0	0	19.28778243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.653120752	0	0.215110447	0	11.12831956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.56092437	1047.841006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.11036894	0	0	0	0	0	0	0	0	0.882845973	0	0	0	0.564268013	0	0	0	0	0	0	0	0	0
NODE_1_length_24649_cov_75.925429	species:Enterococcus	temperate	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes"	0	0	0	0	0	0	814.016272	0	0	0	0	0	0	14134.96958	0	30.44694153	0	47.35505307	0	0	0	0	0.343286061	0	0	0	0	0	68.3579969	153.5577116	0	0	0	0	0	0	0	0.764807104	0	0	37.15401863	0	0	0	0	3.722216524	141.9701357	0	0	0	0	0	0	0	0	1.121379233	0	0.349482775	0	0	0	258.4232334	0	0	0	0	0	0	0	11.00736575	18.20927857	0	0	0	0	4.885854149	0	0	9.241464335	0	0	0	0	0	0	0	7.428594971	0	0	0	0	0	0	0	0	0	0	2.253328682	0	0	0	0	0	16782.19741	0	0	0	0.344515207	0	0	47.28414099	0	0	3.979974695	0	0	0	0	0	7.752382932	0	0	0	0	0	0	0	0	165.8508628	0	0	0	0
NODE_1_length_25459_cov_18.029405	species:Mus	virulent	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes;order:Crassvirales;family:Intestiviridae;subfamily:Crudevirinae;genus:Whopevirus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	358.5556231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1_length_26023_cov_51.762015	species:Providencia	temperate	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes;genus:Lederbergvirus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11329.99319	0	0	0	0	0	0	0	0	0	0	0	0	0	0.095778772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.06102993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1_length_2610_cov_10.358121	species:Neisseria	temperate	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes"	0	0	0	0	0	0	0	0	0	6787.011357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.477481032	27.53829606	0.555913592	0	0	0	0	0	0	0	14.18052837	0	0	0	0	0	0	0	0	0	0	0	0	0	21837.21325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.765872612	17.90967898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210.3358432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1_length_2654_cov_11.958830	genus:Homo	-	"superkingdom:Viruses;family:Anelloviridae;genus:Alphatorquevirus"	0	0	0	0	0	0	0	0	0	0	0	0	0	978.2921598	0	0	2132.772177	0	0	0	0	0	0	532.5650195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18108.47954	440.818662	0	8.385590798	0	0	488.9563344	0	0	0	0	29.11302964	359.1894674	8.747155836	8.024998963	0	0	0	0	0	0	0	0	0	0	0	4562.539875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	959.2949821	0	0	0	0	0	0	0	0	0	0	0	0	250.9143738	0	0	0	719.1509083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1_length_27217_cov_24.130992	-	temperate	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.779801042	0	0	0	0	0	0	0	0	0	0.121551117	0	0	0	0	0	0	0	0	0	0	0.341443794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.180565961	0	0	0	0	0	0	0	0	0	0	0	0	9.079531995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1_length_2803_cov_4.985080	species:Staphylococcus	temperate	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes;genus:Rockefellervirus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1882.728912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1_length_28349_cov_369.384781	species:Prevotella	temperate	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes"	0	0	0	0	0	0	0	0	0	4.142051181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.45359695	0	0	0	0	0	0	5.142879204	0	0	0	0	0	0	0	0	0	0	50.16800976	0	0	0	0	0	0	6.472516828	0.071343424	0	0	0	0	0	0	0	0.187021655	0.438499607	0	0	0	0	0	0	27.29110801	73.01006096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.886238207	0	27.80512485	0	0	28.28006145	0	25.58581245	0	0	0	0	0	0	0	0	5009.420266	0	0	0	0	0	0	0	0	0	0	2.628691708	0	0	0	0	0	26.25516471	0	0	0	0	0	0	0	0
NODE_1_length_30565_cov_33.565356	species:Serratia	temperate	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20256.63183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1_length_33949_cov_95.397770	species:Prevotella	temperate	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes;family:Winoviridae;genus:Peternellavirus"	0	0	0	0	0	0	1554.597782	21.58197257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	891.0143231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.17302059	0	0	0	0	0	0	0	0	0	0	0	0	0	23.42018515	0	0	0	100.7098434	0	0	0	34.74591285	0	0.005506057	6.453212568	0	0	0	0	0	0	6155.840682	0	0	0	2.437557122	0	0	0	0	0	0	0	0	0	0	0	0	0	159.3834602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.799365818	0	0	0	0	14.00541661	0	0	0	0	0	0	0	0	367.5270523	0	0.592663098	0	0	0	0	0	0	70.37399296	0	0
NODE_1_length_34008_cov_19.241952	species:Prevotella	virulent	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes;order:Crassvirales;family:Suoliviridae;subfamily:Oafivirinae;genus:Bohxovirus"	0	0	0	0	0	0	0	0	0	24.89501771	0	0	0	0	0	0	0	208.2340933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4995.529415	0	0	0	0	0	0	8.507399838	0	3.765507225	0	0	0	0	0	0	0	0	0	177.8315964	0	0	0	2.722418843	432.6598582	0	0.38911512	0	0	0	11.12695986	0	0	0	0	0	0	0.039037351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4472.110078	0	0	0	0	0	0	0	0	0	0	0	0	0	16.86251056	0	0	8.945449245	0	0	0
NODE_1_length_35064_cov_26.232654	species:Longibaculum	temperate	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes"	0	0	0	0	0	0	0	0	0	3.523802474	0	0	0	0	0	0	0	65.39471944	0	0	0	0	0.021172892	0	0	0	0	18.84891875	0	0	0	0	23.06341626	27.81456675	1.949231464	0	0	0	0	0	3.703021448	2.276611927	0	0	3.483826815	0	0	0	1.640634875	0	0	0	0	0	0	0.757780014	11.41582776	2.108206917	0	0	0	0	0	0	0	0.036246161	0.65848012	0	0	13.39517335	13.07431711	0	0	0	0	0	0	0.642023528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.733862929	0	13230.4428	0	759.3385901	0	0	0	0	0	0	0	0	0	0	0	12.40542934	2.178445793	0.826339641	0.881515112	17.81477414	0	0	0	0	26.13186622	0	0	0	38.25695342	0	0	0	0	72.78393338	0	0	0	0
NODE_1_length_36161_cov_60.154905	species:Porphyromonas	temperate	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes"	0	0	0	3.204489384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222.2521056	0	0	0	0	0	0	0	0	0	0	2133.893607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1_length_36314_cov_43.974792	species:Actinomyces	virulent	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes;genus:Amigovirus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.794055762	0	0	1206.779591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.250379783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.486289171	0	0	0	0	0	0	0	3.68195322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	527.9307441	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1_length_38679_cov_65.703345	-	temperate	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes"	0.617841621	0	0	0	0	0	0	0	0	14.99605572	0	0	0	0	0	0	0	0	0	0	0	0	0.997962122	0	0	0	0	74.73754237	0	0	0	221.7485425	0	1.582506226	0.343639836	0	0	0	0	0	0	0.409707425	0	0	0	0	0	0	22.24312928	0	0	0	0	8.493742408	0	0.366708968	2183.972346	0.035734373	0	0.364686383	0	0	0	11.9446201	0	0.294773599	0.511565054	0	0	2.962951566	0	0	63.12679663	0	0.886644642	0	0	0.204596439	0	1.430948414	0	0	0	0	0	0	0	0	0	0	0	1.245498523	0	0	0.323966959	0	0	0.658305539	0	0	0	0	0	0	0	0	0	0.014462539	0	0	0	0	0	0	13.44052291	0	0	0	0	4.945697442	0	0	0	0.550705718	0	0	5.895322865	0	26.23397955	13.07113745	0	0	0
NODE_1_length_3982_cov_12.382735	species:Prevotella	virulent	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes"	104.0939319	0	0	34.88210208	0	0	21.500072	0	0	0	0	0	0	0	0	0	0	69.09671844	0	0	138.7607828	0	2.521234089	0	0	0	0	55.74401298	0	0	0	44.57380991	0	17.37060904	15018.00404	0	0	0	0	0	0	0	0	0	0	0	0	16.72668569	0	385.2788201	0	0	0	0	0	0	0.29542925	0	0	18.94074202	0	0	0	23.2202732	0	0	559.9590039	14.05923363	36.26473607	0	188.6633745	0	0	0	0	0	0	591.7758975	2.91429481	0	0	20.96058466	0	0	0	0	23.54305938	0	0	0	0	2.424898349	0	52.54887548	9.799872122	164.1071882	0	9243.476075	0	0	0	0	0	0	0	0	0	27.89768871	0	0	0	0	18.66543257	0	26.24701241	0	0	0	0	4359.2627	0	0	0	0	106.9889533	0	28.75749374	0	128.4214308	7.236575292	0	0	0
NODE_1_length_45719_cov_477.354415	species:Dolosigranulum	temperate	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes"	11.71596758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014350574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.28043277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19323.26529	5.042714191	0	31.12237633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.42248821	0	0	0	0	0	0	0	0	3.998537378	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1_length_5054_cov_9.895579	species:Streptococcus	temperate	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.289904456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.45425299	0	0	0	0	0	0	0	11.28882957	24.59759805	0	0	0	0	0.332870265	0	15816.55042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272.4448589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.616609107	0	0
NODE_1_length_50899_cov_28.833904	species:Porphyromonas	virulent	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes"	0	0	0	0	0	0	0	4.134707417	0	0	0	0	0	230.3703507	0	0	0	7.322680361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.84745902	0	0	20.11666411	0	0	0	0	0.429756571	0	0	0	0	0	0	0	0	954.4218158	0.123869239	258.6362892	67.78782008	0	0	0	0	0	21.41335304	0.132208988	0.389978987	4.595462583	0	0	569.9738678	0	0.79554387	0.228783131	0	0	15.89141209	0.104330714	0	0	0	0	0	0	0	0	0	0	0	0	0	0.762055812	0	0	0	0	0	0	0	0	0	0	0	61.13169962	0	0	0	0	0	0	0	0	0.292427646	0.666194819	0	0	0	0	0	0	0	0	0	0.038254734	0	0	0	0	0	0	0	0	0
NODE_1_length_51961_cov_91.321639	species:Pseudomonas	temperate	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes;genus:Detrevirus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.419314803	0	0	0	0	0	0	0	0	0	0	0	16932.42818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.321471519	108.7414989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1_length_52809_cov_52.616617	species:Prevotella	virulent	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes"	8.945195741	0	0	0	0	0	16.76211931	915.2591021	0	8.632573317	0	0	0	0	0	0	0	3.528916546	0	0	5.251294005	0	0.994784729	0	0	0	0	8.442338914	0.476609352	0	0	56.70949723	131.0629292	0	790.9354111	0	0	0	0	0	7.44394923	0	6.274408941	17.9830638	0	0	0	7.585760829	3.782694004	87.29696281	0	0	0	1.346077259	0	0.684363259	1.14613562	6.319281355	0.806618086	10.0835391	0	0	0	11.68790926	0	2.03883589	68.4091039	18.82432753	0	1.4958068	2.38851743	0	0	0.441016971	0	0	1673.344042	25.3404326	0.989315916	22.50822083	0	11.2057793	0	0	0	0	2.67838277	0	0	3.915446306	0	0.550870289	0	131.0873682	6796.903738	61.96099812	1.005655943	108.3150664	0	2.101683261	0	0	0	0	0	0	0	235.260943	0	0	0	11.88058423	63.55742315	0	3.9983459	0	0	0	0	269.7494085	0	0	0	0.073742267	0	0	102.0759044	0	145.6628168	138.0709853	0	0	0
NODE_1_length_5469_cov_10.404322	-	virulent	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1949.050538	0	0	0	0	0	0	0	0	0	0	0	0	0	13717.66982	0	0	0	46.83026868	0	72.92075137	3.943086001	0	0	0	0	0	0	0	0	0	0	95.93029438	0	0	4.234375065	0	0	0	0	0	0	0	0	0	0	1.213733998	0	0	0	0	0	0	18.00047096	251.7711312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.80528448	0	0	0	0	0	0	57.91241049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1_length_5851_cov_10.943582	-	temperate	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes"	0	0	0	0	0	0	0	0	0	356.1804346	0	0	0	0	0	26.20931688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.337621324	0	27318.32627	0.17761042	0	0	0	0	0	0	0	0	2678.091894	0	0	0	22.82210697	0	0	0	34.07995122	0	12.14920423	0	0	0	0	0	9.751110003	0	0	0	15.82362331	0	0	0	0	0	13.50060866	0	0	69.20592622	7.960917864	0	0	0	0	0	60.94530681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.8367205	15.978213	0	0	0	0	0	0	0	0	0	0	69.58915122	0	0	0	0	26.80745908	0	0	18.04380864	0	0	0	7.063895656	0	0	0	0	11.98027636	0	0	0	0	0	0	22.86128349	0	0
NODE_1_length_6373_cov_7.818455	species:Anoxybacillus	virulent	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes"	194.7857534	1.861241559	1163.783889	87.12285145	176.119404	562.4011686	858.2370575	0	1443.447816	101.378143	168.7041697	53.93718011	1648.97723	183.4298802	357.3247899	1008.995255	0	975.1802373	274.2772714	1744.187	389.5280445	551.1294533	4.360364947	1412.803076	105.0416859	910.5691165	613.5521462	103.9852885	55.15210029	1066.899479	85.98836883	31.69458554	550.1122944	53.99864934	2.416933327	989.1452325	116.6398734	28.39311948	347.3846135	528.1544546	0	42.65645831	414.6299759	0	393.5211915	52.96657264	3.387476293	69.68119703	104.571859	620.3814297	609.3140327	30.72250525	3376.392602	3.292043653	1125.329876	76.35656201	26.03245791	38.69457581	53.3387798	70.96551355	661.3264688	811.3195419	501.1989406	77.35854848	1021.228742	19.48443136	4.144493312	465.4474044	89.82733666	61.45703165	687.1348638	123.9836867	85.17843508	103.9620295	38.63745129	3231.993531	70.5789547	3.951048537	0.905606415	74.06092663	1591.594045	25.45018229	264.5115528	492.3976516	1189.118711	215.4063628	384.1467576	137.2111594	372.0498258	63.24145056	339.9257973	4.523423072	52.30106747	65.30328029	74.50590051	35.72273644	27.6462285	95.43365726	97.45285878	31.8901515	635.1931261	853.700965	218.6112401	120.5659884	1145.607136	1018.260624	0	2.578135358	271.7716609	931.564595	343.7948774	0	4.574804276	127.3325321	214.2908373	3353.717823	31.4017612	1477.039369	970.990404	6.608266328	871.3964742	332.9658837	270.5858514	2.123033318	401.0213269	1375.221987	125.7950226	95.87971354	320.4150159	45.56709727	62.65514114	448.6249964	623.6732382
NODE_1_length_6380_cov_90.005534	species:Prevotella	virulent	"superkingdom:Viruses;clade:Monodnaviria;kingdom:Sangervirae;phylum:Phixviricota;class:Malgrandaviricetes;order:Petitvirales;family:Microviridae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229.6332648	0	0	0	0	0	0	0	0	0	0	0	0	0.640910774	0	0	0	0	0	0	0	0	0	0	0	0	17.50687102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	437.934279	0	6.617008142	0	0	0	0	0	0	0	0	54.64007381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123179.5438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1_length_63839_cov_194.815251	-	virulent	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes;order:Crassvirales;family:Suoliviridae;subfamily:Oafivirinae;genus:Bohxovirus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.978593328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.148698529	0	0	0	0	0	0	0	0	0	0	288.1773414	0	0	0	0	0	0	0	0	0	0	0	0.301534579	0	0	0	0	0	0	9.566488462	0	0	0	0	0	0	0	0	1.519796843	0	2.096063698	0	0	0	0	0	0	0
